Order in Doc + additions,DirectoryTitle,DirectoryYear,TenantLastName,TenantFirstName,ProfessionalAddress,
2308,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Gignoux,Regis Francois,n/a,
2309,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Grant,Charles Henry,n/a,
2310,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Griswold,Casimir Clayton,n/a,
2311,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Guy,Seymour Joseph,n/a,
2312,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Hall,George Henry,n/a,
2313,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Hart,William,n/a,
2314,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Haseltine,William Stanley,n/a,
2315,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Hayes,Dr. Isaac,n/a,
2316,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Hays,William Jacob,n/a,
2317,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Heade,Martin Johnson,n/a,
2318,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Heins,George L. ,n/a,
2319,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Henry,Edward Lamson,n/a,
2320,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Hicks,John H. ,n/a,
2321,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Hill,John Henry,n/a,
2322,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Hinton,Charles Louis,n/a,
2323,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Hitch,Frederick H. ,n/a,
2324,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Homer,Winslow,n/a,
2325,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Horton,William Samuel,n/a,
2326,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Hotchkiss,Thomas,n/a,
2327,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Hubbard,Richard William,n/a,
2328,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Hunt,Richard Morris,n/a,
2329,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Insley,Albert Babb,n/a,
2330,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Irving,John Beaufain ,n/a,
2331,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Irving,James B. ,n/a,
2332,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Jameson,John S. ,n/a,
2333,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Janus,J. (Jindrich?),n/a,
2334,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Kellogg,Lottie,n/a,
2335,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,La Farge,John,n/a,
2336,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,La Farge,Christopher Grant,n/a,
2337,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Lambdin,George Cochran,n/a,
2338,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 133",1997,Langley,Charles E. ,n/a,
2339,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Lawrence,Herbert Myron,n/a,
2340,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Lawrie,Alexander,n/a,
2341,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,LeClear,Thomas,n/a,
2342,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Leutze,Emanuel,n/a,
2343,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Linsley/Linsly,Wilford,n/a,
2344,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Lockwood,Wilton Robert,n/a,
2345,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Lyman,Joseph,n/a,
2346,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Martin,Homer Dodge,n/a,
2347,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,McCord,George Herbert,n/a,
2348,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,McEntee,Jervis,n/a,
2349,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Mignot,Louis Remy,n/a,
2350,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Moore,Charles Herbert,n/a,
2351,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Munger,Gilbert Davis,n/a,
2352,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Newman,Robert L. ,n/a,
2353,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Nichols,Edward Willard,n/a,
2354,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Nicoll,James Craig,n/a,
2355,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,O'Donovan,William Rudolph,n/a,
2356,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Oakley (Oakey?),Alexander,n/a,
2357,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Osgood,Samuel Stillman,n/a,
2358,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Page,William,n/a,
2359,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Palmer,Walter Launt,n/a,
2360,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Parton,Ernest,n/a,
2361,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Parton,Arthur,n/a,
2362,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Parton,Henry Woodbridge,n/a,
2363,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Pattison,Robert J.,n/a,
2364,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Pennington,R. G. Harper,n/a,
2365,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Perry,Enoch Wood,n/a,
2366,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Pine,Theodore,n/a,
2367,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Post,George Browne,n/a,
2368,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Quincy,Edward,n/a,
2369,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Read,Thomas Buchanan,n/a,
2370,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Relyea,Charles M.,n/a,
2371,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Robbins,Horace Wolcott,n/a,
2372,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Robertson,Ellen Bell,n/a,
2373,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Rowse,Samuel Worcester,n/a,
2374,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Ryder,Platt Powell,n/a,
2375,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Schuchardt,J.C. Ferdinand,n/a,
2376,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Scott,Julian,n/a,
2377,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Shattuck,Aaron Draper,n/a,
2378,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Shelton,George F. ,n/a,
2379,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Sherwood,Rosina Emmet,n/a,
2380,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Shirlaw,Walter Launt,n/a,
2381,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Silva,Francis Augustus,n/a,
2382,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Smith,Thomas Lochlin,n/a,
2383,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Smith,Archibald Carey,n/a,
2384,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Stanton,Phineas,n/a,
2385,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Stiles,Mark,n/a,
2386,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Stillman,William James,n/a,
2387,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Suydam,James Augustus,n/a,
2388,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Terry,Eliphalet,n/a,
2389,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Terry,Lemuel W.,n/a,
2390,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Thompson,Launt,n/a,
2391,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Thompson,M.A.,n/a,
2392,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Thomson,Henry Grinnell,n/a,
2393,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Thorndike,George Quincy,n/a,
2394,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Toaspern,Otto,n/a,
2395,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Tuckerman,Henry T. ,n/a,
2396,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Tuckerman,Ernest,n/a,
2397,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Tyler,Bayard Henry,n/a,
2398,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Van Brunt,Henry,n/a,
2399,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Van Elten,Hendrick Dirk Kruseman,n/a,
2400,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Walker,Horatio,n/a,
2401,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Ward,Edgar Melville,n/a,
2402,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Ware,William R.,n/a,
2403,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Waters,George W.,n/a,
2404,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Weir,John Ferguson,n/a,
2405,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Weir,Julian Alden,n/a,
2406,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Wheeler,Dora,n/a,
2407,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,White,Henry F. ,n/a,
2408,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Whittredge,Thomas Worthington,n/a,
2409,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Wiles,Irving Ramsey,n/a,
2410,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Wilmarth,Lemuel Everett,n/a,
2411,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Wilson,Matthew W.,n/a,
2412,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Winthrop,Theodore,n/a,
2413,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Wood,Thomas Waterman,n/a,
2414,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Wright,Charles J.,n/a,
2415,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Yewell,George,n/a,
2416,"Annette Blaugrund, The Tenth Street Studio Building: Artists-Entrepreneurs from the Hudson River School to American Impressionism, p. 134",1997,Joseph,Julian,n/a,
